instance_id,class
"2934_3",0
"11404_4",1
"7393_7",1
"10221_3",1
"1764_2",1
"11730_4",1
"10039_10",1
"5558_4",1
"11288_1",0
"11567_2",1
"2301_3",1
"4396_3",1
"9789_1",0
"10835_4",0
"179_8",1
"5004_9",0
"4099_8",0
"3386_2",1
"8782_9",0
"2241_7",1
"3572_10",1
"3413_4",1
"7948_7",1
"10201_10",1
"4944_7",0
"2288_9",0
"6988_1",1
"534_10",0
"10590_8",0
"10321_2",1
"5210_2",1
"9622_10",0
"4261_9",1
"8348_2",0
"9817_2",1
"663_1",0
"6401_1",0
"10759_9",0
"9659_4",0
"10795_7",1
"9628_8",0
"1920_4",0
"7400_9",0
"5377_7",1
"6720_2",1
"1867_9",1
"4921_2",0
"8380_1",1
"3743_1",1
"6633_1",0
"10228_8",0
"10419_1",0
"10351_8",0
"6851_4",1
"10189_4",1
"184_2",0
"64_1",1
"4857_2",0
"5252_9",0
"3885_1",0
"11028_8",0
"5180_2",0
"9470_1",1
"12104_7",1
"1968_8",1
"3455_10",0
"4232_1",0
"4990_8",1
"2344_3",1
"20_1",0
"3597_10",0
"8876_10",1
"7633_3",1
"11229_1",0
"3529_2",1
"9634_4",1
"8206_10",1
"5464_7",1
"4259_1",0
"828_10",0
"2029_3",0
"277_8",1
"2430_10",1
"7049_7",0
"1455_1",0
"8135_10",0
"5300_8",1
"9910_10",1
"3861_4",0
"8868_1",0
"799_2",1
"8829_1",0
"1890_10",0
"1884_8",1
"2013_8",1
"1417_4",0
"6740_8",0
"5230_1",0
"6134_1",1
"6855_4",0
"4144_10",0
"249_3",0
"6430_1",0
"362_3",0
"7831_1",0
"7379_2",0
"3475_9",1
"1699_10",1
"2739_9",1
"5220_2",0
"1418_9",0
"7286_2",0
"977_8",1
"4330_10",1
"11229_10",1
"4087_2",0
"5454_1",0
"2916_1",1
"4988_7",1
"8094_2",1
"4375_9",0
"6599_8",1
"10964_7",1
"11550_4",0
"6751_1",0
"6291_10",1
"8772_8",0
"2560_7",1
"3980_1",1
"4065_10",1
"9558_1",0
"1885_10",1
"3534_10",1
"12441_9",1
"2627_1",0
"5745_3",0
"32_10",1
"11510_1",0
"6472_2",1
"5464_2",1
"9369_4",1
"7496_8",1
"8487_1",0
"9664_1",1
"9325_1",0
"7183_1",0
"11806_10",1
"12041_1",1
"5292_7",1
"8365_4",0
"4358_10",0
"12372_7",1
"5965_10",0
"9000_10",1
"11411_8",1
"3494_4",0
"2564_2",1
"2059_4",1
"2334_9",0
"7559_1",0
"9041_1",1
"1623_1",1
"5712_8",1
"10323_1",0
"7330_2",1
"3736_2",0
"5780_10",1
"4797_10",1
"5838_8",0
"12491_2",1
"9594_10",1
"10721_3",1
"11494_4",0
"781_9",1
"4553_2",1
"11750_1",0
"2123_10",1
"11013_1",0
"7307_2",0
"2286_10",0
"1752_1",1
"7771_9",0
"3265_2",1
"9712_1",1
"12499_7",1
"5236_10",1
"32_3",0
"1806_8",0
"3498_10",1
"8008_1",0
"12198_3",1
"10375_10",0
"717_1",0
"10568_1",0
"5434_9",0
"6911_1",1
"2692_8",0
"7163_3",0
"2611_9",1
"327_3",0
"2666_10",0
"5442_8",1
"8883_2",1
"4525_1",0
"7638_7",1
"11623_2",1
"7673_7",0
"7285_3",0
"9383_3",0
"4788_10",1
"1929_10",1
"450_1",0
"8034_10",1
"6377_9",0
"806_10",0
"8564_2",1
"6578_3",0
"10703_7",1
"2900_9",0
"934_4",0
"3377_8",0
"7681_9",0
"2535_7",0
"9704_10",1
"5291_4",1
"7898_1",0
"8279_10",0
"7782_7",1
"7082_1",0
"9506_1",0
"88_2",1
"12481_1",1
"8023_7",1
"10900_8",0
"375_9",1
"3853_9",0
"6969_10",1
"8126_7",1
"4575_1",0
"1220_4",0
"2297_7",1
"6278_2",0
"4195_3",1
"9299_3",1
"1203_8",1
"8926_10",0
"8297_1",1
"10976_1",0
"6181_9",0
"641_4",0
"7141_8",0
"1283_10",0
"8266_4",0
"10969_4",1
"11723_1",1
"2515_1",1
"8956_1",0
"12151_1",0
"9753_4",0
"8304_8",1
"146_2",1
"9835_9",0
"2753_1",1
"1219_1",0
"7047_10",0
"1467_3",1
"11529_7",1
"3071_9",1
"614_10",0
"6275_7",0
"6205_8",1
"7956_10",1
"3938_1",0
"247_3",1
"7529_10",0
"12029_4",0
"9085_1",0
"8027_1",0
"8115_1",0
"4131_7",1
"9404_10",0
"12265_1",0
"10429_10",0
"2799_1",1
"4484_1",1
"5017_8",1
"4407_8",1
"268_8",1
"5021_1",1
"6788_9",0
"5505_1",1
"578_10",1
"6523_10",1
"357_2",0
"10313_4",1
"7838_8",1
"630_2",1
"10457_8",1
"5289_3",0
"7413_2",1
"325_9",1
"10295_1",1
"4079_4",0
"1887_8",0
"3174_9",1
"2117_10",1
"9809_2",0
"5349_4",1
"3477_3",0
"9451_8",1
"7046_2",0
"8003_8",1
"12350_4",0
"8356_4",1
"408_2",1
"9972_10",1
"8402_4",0
"6127_8",1
"10056_2",0
"221_4",0
"9789_10",1
"6826_2",1
"2181_1",0
"8461_7",1
"1244_8",1
"6453_10",0
"936_1",0
"3949_8",0
"10832_10",1
"2757_1",1
"2516_9",1
"8670_3",0
"6029_1",0
"1573_1",1
"10484_8",0
"4775_7",1
"7809_10",1
"4546_2",0
"6387_3",1
"1125_3",1
"8079_3",0
"5339_2",1
"12006_4",0
"4443_3",1
"6236_8",1
"1943_4",0
"2282_4",0
"9992_3",0
"9453_1",0
"11555_2",1
"11459_10",1
"5301_4",0
"4019_3",1
"10106_8",1
"1517_2",1
"9260_1",1
"11402_4",0
"8028_1",0
"1939_8",1
"5040_3",0
"6266_2",0
"10804_10",1
"11581_2",0
"3802_2",1
"9346_1",1
"4839_2",0
"3479_1",1
"4905_1",0
"11230_1",0
"6683_1",0
"2557_10",0
"431_8",0
"6733_3",1
"2965_9",0
"9775_8",1
"4447_7",1
"1802_2",0
"5720_10",1
"3939_7",0
"9593_2",0
"4445_7",1
"6425_9",0
"4110_10",0
"3868_1",0
"4997_2",1
"12203_10",1
"10078_8",1
"3676_2",1
"11016_1",0
"10398_3",1
"751_9",1
"10191_10",1
"815_7",1
"12133_3",0
"2921_2",1
"11147_2",0
"980_4",1
"10593_4",1
"4485_4",1
"4061_3",0
"1239_8",1
"56_3",1
"1373_10",0
"11616_8",1
"3154_2",0
"5909_3",1
"7706_4",0
"10739_10",1
"3606_2",0
"10781_10",1
"1571_1",0
"2320_10",1
"8966_10",1
"4442_9",1
"6953_2",1
"2621_8",0
"5396_3",1
"5042_9",0
"1816_9",1
"1843_9",1
"702_2",1
"5153_4",0
"11961_1",0
"2108_4",1
"5543_2",0
"1552_3",0
"2069_9",0
"7296_1",1
"7271_4",0
"7878_7",1
"3105_8",0
"4446_10",1
"4183_1",0
"5784_4",1
"10085_3",0
"2953_8",0
"5465_1",0
"1487_9",0
"8723_2",0
"11670_7",0
"8603_2",0
"9188_1",0
"3199_2",0
"5779_3",0
"4467_7",1
"6199_1",0
"5090_4",0
"10554_7",1
"6855_10",1
"845_7",0
"10794_1",0
"686_3",1
"6468_3",1
"12116_9",1
"11008_1",1
"8316_9",0
"5436_7",0
"12074_10",1
"11686_10",1
"6934_4",0
"9471_1",0
"9177_1",0
"4381_10",1
"1255_10",1
"4887_10",1
"3382_10",0
"10596_1",0
"9984_1",1
"10498_10",1
"5882_9",1
"275_10",1
"9702_2",0
"10677_3",0
"10995_10",0
"6598_1",0
"11630_8",0
"11905_3",1
"4502_3",0
"8654_9",0
"9142_1",0
"10466_8",1
"413_3",0
"10638_8",0
"11447_1",0
"1939_1",0
"1254_7",1
"5962_4",1
"9013_3",0
"1990_10",1
"10160_7",0
"4271_10",0
"6432_1",1
"12077_1",1
"12237_2",0
"9926_7",1
"7374_1",0
"9360_1",0
"3327_3",0
"2544_8",1
"8295_4",1
"10500_4",1
"1628_1",1
"9468_7",1
"8562_4",0
"5901_7",1
"5333_10",0
"9284_1",0
"6626_1",0
"8422_10",1
"1553_3",1
"277_4",1
"9119_10",1
"11975_1",0
"49_10",0
"1383_7",1
"6092_8",0
"4198_1",1
"109_10",1
"9440_3",0
"2552_3",0
"8883_8",1
"3725_8",1
"3352_2",1
"2445_10",0
"1320_1",0
"12462_7",1
"6753_7",1
"105_7",0
"10594_8",0
"6597_9",1
"8724_10",0
"9199_3",1
"5864_7",1
"2948_1",0
"6154_4",0
"4026_9",0
"320_8",1
"150_8",1
"6879_10",1
"3519_3",1
"5601_4",0
"5839_7",0
"2767_8",0
"5359_1",0
"10280_3",1
"2570_10",1
"883_1",0
"4013_7",0
"3354_2",1
"9713_2",1
"2792_4",1
"9726_7",1
"3994_8",1
"7306_3",1
"8421_10",1
"9804_10",0
"6925_9",1
"6762_1",1
"201_4",0
"1598_2",0
"3992_8",1
"453_10",1
"2513_4",0
"12119_7",1
"11077_8",0
"2170_9",1
"4800_7",1
"7549_7",0
"10535_2",0
"7736_10",0
"10163_8",0
"624_2",1
"10849_10",0
"809_10",1
"2619_4",0
"11558_1",0
"3394_4",1
"6532_8",0
"4986_2",0
"3981_2",0
"1410_9",1
"6808_8",1
"4655_7",0
"1183_2",0
"4350_10",1
"10661_9",1
"2862_10",1
"11363_8",0
"767_9",0
"12024_7",0
"7717_2",0
"8643_1",0
"7265_8",1
"9894_8",1
"11175_8",0
"2780_4",1
"12022_10",0
"7235_8",1
"10587_8",1
"605_4",1
"4228_10",0
"855_1",1
"1088_9",0
"3551_1",0
"3048_10",1
"1703_4",1
"6041_10",1
"7138_1",0
"4410_4",1
"8068_1",0
"10115_10",1
"7942_10",1
"6764_4",1
"9069_7",1
"1999_9",1
"2126_10",1
"10660_10",0
"4219_4",0
"5306_7",1
"10964_1",1
"11413_10",1
"8580_9",0
"7905_1",1
"9953_1",1
"5767_8",0
"9261_3",1
"9535_10",0
"7765_4",0
"902_9",0
"3181_10",1
"5222_8",1
"5809_4",1
"4277_10",1
"6830_10",1
"8086_2",0
"8990_10",0
"11790_8",0
"3872_4",1
"11959_2",0
"10156_1",0
"1047_2",0
"5492_10",1
"5917_4",1
"4098_2",0
"574_4",1
"3726_7",0
"688_4",1
"1802_9",0
"4675_9",0
"6178_7",1
"98_10",1
"355_4",1
"12457_4",1
"6283_7",0
"4028_10",1
"12246_1",0
"4173_10",1
"4881_1",1
"4932_8",1
"1813_1",0
"8657_1",0
"8563_2",1
"9136_8",1
"10213_1",0
"6303_1",1
"5400_4",0
"6595_9",1
"1477_7",1
"12450_1",0
"25_1",0
"10661_3",1
"1456_1",1
"8886_10",1
"4605_2",1
"9770_1",1
"3753_9",0
"1975_1",1
"6354_10",0
"8499_9",0
"4474_10",1
"3065_10",0
"5176_1",1
"1590_10",1
"12447_4",1
"3196_10",1
"11942_8",1
"1263_3",1
"764_2",1
"9090_9",0
"582_9",0
"1293_8",1
"11735_10",0
"12287_10",1
"10861_7",1
"10030_10",0
"306_10",1
"7407_10",1
"9968_4",1
"7461_2",1
"8636_7",1
"1401_7",0
"8644_7",0
"1335_4",0
"1656_4",1
"8923_3",1
"9747_10",0
"2448_4",1
"2066_7",0
"9520_10",0
"11515_1",0
"10891_1",0
"11901_9",1
"10763_3",1
"586_1",1
"11924_4",0
"1581_7",0
"7791_10",0
"11301_3",1
"11717_4",1
"1861_3",1
"8969_1",0
"5702_10",0
"1394_4",1
"11874_10",1
"12315_2",1
"2981_1",0
"8418_7",1
"2196_4",0
"4320_1",0
"9592_8",0
"7474_9",0
"1129_1",0
"7103_7",0
"5582_3",1
"8263_4",1
"133_2",1
"4131_1",0
"4062_1",1
"795_8",1
"9255_10",0
"3055_9",0
"11102_4",0
"8237_1",1
"7073_3",0
"11225_3",1
"1025_8",1
"8731_7",0
"3338_1",1
"6484_10",0
"9710_2",1
"5049_3",0
"2549_1",0
"3640_8",0
"9503_7",1
"3925_10",1
"1091_2",0
"1933_8",1
"10033_1",1
"187_8",1
"12443_1",0
"8415_7",1
"9545_7",0
"5296_10",1
"11694_4",1
"4094_2",1
"7933_10",1
"5761_4",0
"10537_1",0
"6439_1",0
"4571_1",1
"9533_3",0
"4329_7",1
"11428_7",1
"5596_3",0
"11796_3",0
"6364_8",0
"10336_4",1
"3764_8",0
"9253_10",0
"9657_3",1
"5557_4",0
"8332_9",1
"8011_1",0
"4280_10",0
"8231_10",1
"6235_8",0
"10502_9",1
"12102_4",1
"3456_9",1
"3680_9",1
"2076_1",1
"1564_10",1
"11539_9",1
"6850_3",1
"9093_4",0
"4689_10",0
"6251_1",1
"6550_10",0
"3251_7",0
"5541_2",1
"7406_9",0
"11342_9",1
"6968_3",1
"12145_10",1
"3000_8",1
"1140_10",1
"8344_4",1
"1589_10",0
"2343_10",1
"3340_1",0
"1690_1",1
"576_3",0
"2558_1",1
"8417_3",1
"12360_10",0
"5238_7",1
"2785_3",1
"536_4",1
"4700_1",1
"3432_4",0
"8051_7",1
"3762_3",0
"5752_8",0
"8669_7",1
"776_7",0
"1543_1",0
"6891_3",0
"6301_10",1
"8435_10",1
"11765_8",1
"707_8",1
"3214_3",0
"11292_10",1
"3135_9",0
"12268_1",0
"9507_3",0
"8729_2",0
"11637_8",1
"11206_1",0
"7162_1",1
"10287_4",0
"9571_9",0
"10138_8",0
"5777_4",1
"3747_10",0
"5895_4",1
"3357_1",0
"4006_8",0
"8142_2",0
"260_7",0
"7599_3",1
"1855_9",1
"10475_8",1
"5804_1",0
"12361_4",1
"3491_8",0
"5186_10",1
"3617_8",0
"2583_10",1
"2172_7",1
"1496_2",1
"4488_10",1
"9864_8",0
"3122_4",0
"8763_2",0
"9423_8",0
"8186_2",0
"11856_1",0
"12176_2",1
"6984_8",1
"7643_7",0
"1957_7",1
"9096_1",0
"4114_9",1
"3821_4",0
"9340_4",0
"7023_1",1
"7297_2",1
"9572_1",1
"3956_10",0
"955_4",1
"10676_9",1
"3153_2",1
"5262_7",0
"11207_10",1
"6204_7",1
"5533_1",0
"9353_8",1
"7502_7",1
"7228_9",0
"2062_1",0
"11055_1",0
"6735_4",0
"4159_9",1
"12337_7",0
"10051_10",1
"2178_3",1
"4842_10",1
"4307_1",0
"11294_1",1
"12078_1",0
"10479_2",0
"10606_10",0
"262_8",0
"7348_3",1
"7760_10",1
"5558_7",0
"10918_1",0
"12020_1",1
"7281_2",0
"10451_1",0
"100_7",1
"968_1",1
"2502_1",0
"5697_3",1
"6675_1",1
"978_9",1
"3378_2",1
"2549_8",1
"5902_4",0
"1413_2",1
"4770_10",0
"1653_1",0
"4920_7",1
"2992_4",0
"626_2",1
"7593_7",0
"3311_4",1
"2382_7",1
"10817_10",0
"11199_1",1
"8659_7",1
"4883_10",0
"527_9",1
"10977_1",1
"10642_2",1
"4771_2",0
"1274_7",0
"5196_9",1
"1046_10",0
"2374_1",1
"4430_8",1
"8033_7",0
"7825_9",1
"1684_10",0
"3857_9",0
"3902_4",0
"1957_2",0
"1406_8",0
"1489_1",0
"10005_3",1
"3183_9",1
"9845_8",0
"9609_3",0
"6823_1",1
"7659_10",0
"4889_3",0
"1086_7",1
"12338_1",0
"11549_2",1
"11454_4",1
"9582_10",0
"1264_3",0
"1912_9",1
"10901_1",0
"8478_1",0
"9638_1",0
"1930_10",1
"9082_1",1
"6605_7",1
"3993_7",1
"2144_8",0
"9629_1",0
"4980_2",0
"8133_7",0
"7412_9",1
"7128_1",0
"3952_1",0
"11267_1",0
"9237_7",1
"10141_9",0
"793_9",1
"1018_8",1
"8685_9",0
"5201_1",0
"68_2",1
"9705_1",0
"11535_7",1
"10896_1",0
"7025_1",1
"11801_3",1
"9902_3",1
"117_3",1
"1529_10",1
"508_9",1
"5609_10",1
"8484_4",1
"3857_3",0
"9828_10",0
"7170_9",0
"4617_3",0
"6328_4",0
"7315_1",0
"1509_2",1
"583_3",0
"9363_10",1
"6389_2",0
"9422_9",1
"12093_3",1
"6653_8",1
"10100_1",0
"3188_8",0
"7954_7",1
"4517_3",1
"8909_9",0
"273_1",1
"2728_10",1
"8819_10",0
"849_1",1
"5327_10",1
"3979_10",1
"8841_4",1
"344_2",1
"8206_2",1
"12136_1",0
"8411_1",0
"5904_3",1
"5380_7",1
"5095_3",0
"6196_3",1
"5469_4",0
"6993_1",0
"6292_3",1
"398_3",0
"12006_10",0
"7470_1",1
"4593_1",0
"3883_10",1
"1627_1",1
"128_4",1
"11048_4",1
"2663_10",1
"8864_1",0
"2572_1",0
"2413_10",0
"2571_4",1
"1674_8",1
"5305_7",1
"5121_10",0
"7048_2",0
"660_9",1
"3419_1",1
"7090_1",0
"3338_7",0
"3765_1",0
"9275_1",1
"6837_3",0
"1182_3",1
"6642_10",0
"6226_10",1
"1474_4",1
"907_1",0
"2829_10",0
"5776_10",0
"1621_10",1
"4496_4",0
"7979_1",0
"7576_2",0
"10518_1",0
"9116_9",1
"1432_3",1
"9397_3",0
"11977_2",1
"10426_1",1
"11355_2",1
"697_8",0
"7821_8",0
"11463_1",0
"3363_1",1
"9128_9",0
"7062_7",0
"8936_8",1
"10652_9",1
"4440_1",1
"5816_10",1
"11584_4",0
"10589_1",1
"9067_3",1
"2214_10",0
"8557_2",1
"3877_4",1
"9040_3",0
"4937_7",1
"384_8",1
"2893_2",1
"11217_3",1
"705_2",1
"153_1",0
"8250_8",1
"3987_7",0
"2564_10",1
"11233_2",0
"4397_7",1
"7683_4",0
"7070_2",0
"4147_1",0
"10414_10",1
"3864_7",1
"1354_1",0
"11392_1",0
"6973_3",1
"5954_7",1
"1958_10",1
"8616_1",0
"10646_4",1
"3524_1",1
"3472_10",1
"8487_10",1
"6397_2",0
"7372_9",1
"6086_8",0
"6083_8",0
"2736_4",0
"1613_2",0
"922_1",0
"6106_9",1
"8439_10",1
"9326_10",0
"5703_7",1
"594_4",0
"1169_4",1
"12094_7",1
"9779_9",1
"12107_10",0
"11164_1",1
"3917_4",1
"9645_4",0
"5462_3",1
"5777_8",1
"8248_1",1
"8311_9",0
"636_4",0
"11254_8",1
"3589_8",0
"2320_1",0
"11923_10",1
"7571_8",1
"4067_1",0
"2499_10",1
"374_2",0
"6021_1",0
"6423_7",1
"11166_7",0
"4562_1",0
"5283_7",1
"3343_4",1
"10175_10",0
"72_7",1
"11741_3",0
"474_7",0
"2403_10",0
"9168_4",0
"1771_2",1
"9077_1",0
"10874_3",1
"8277_3",0
"1935_4",0
"1066_2",0
"9060_8",0
"4803_3",1
"8303_10",0
"4594_1",0
"8336_10",1
"8370_1",0
"9481_9",1
"635_1",1
"8839_3",0
"10882_8",1
"1476_4",0
"8608_9",1
"10002_7",1
"2095_9",1
"2609_1",0
"3099_1",0
"1544_2",0
"8844_10",1
"9623_7",0
"6451_8",0
"5619_3",0
"4927_3",0
"8076_7",0
"1741_4",0
"10931_7",0
"2496_8",0
"10682_10",0
"2713_2",0
"393_2",0
"10239_10",0
"5092_8",1
"6513_4",1
"7186_7",0
"8396_4",1
"10148_3",0
"6361_1",1
"4239_4",1
"4141_4",0
"3786_1",1
"592_3",0
"9364_3",0
"4560_10",1
"5505_10",1
"11521_1",0
"10293_4",1
"7891_2",0
"1252_8",0
"1168_8",1
"10358_1",0
"2231_1",0
"10674_8",1
"7418_1",0
"3546_10",1
"7913_10",0
"8156_4",1
"7100_8",0
"3066_2",0
"2878_8",1
"8763_9",1
"10217_1",0
"4561_3",0
"8870_8",1
"450_10",1
"4628_2",1
"1313_9",1
"1652_10",1
"864_2",1
"1888_8",0
"7543_8",0
"2394_7",1
"7694_3",0
"4275_10",0
"7337_1",0
"7421_7",1
"1087_10",1
"1624_1",0
"4089_8",1
"1979_9",1
"7439_4",1
"2260_1",0
"9588_10",0
"8137_10",0
"6753_4",1
"9779_3",0
"9318_1",0
"4875_7",1
"11988_8",1
"4181_4",0
"6218_3",0
"12208_2",0
"709_2",1
"10197_7",1
"9271_8",1
"212_4",1
"7361_3",0
"6159_7",0
"4455_8",0
"11169_7",0
"1745_7",0
"5592_10",0
"4222_7",0
"491_7",0
"5169_2",1
"7975_8",0
"9888_10",1
"11965_8",1
"9916_2",1
"10543_8",1
"5720_3",0
"6216_2",1
"12383_7",1
"7859_7",1
"2248_1",1
"10260_1",0
"6634_10",0
"6260_10",1
"9027_7",1
"10904_10",1
"3421_10",0
"4190_2",0
"4041_1",0
"3594_1",0
"8094_9",0
"4524_9",1
"10053_8",1
"11070_9",0
"11511_1",0
"10342_7",0
"7593_2",0
"11158_1",1
"9908_3",0
"2028_10",0
"7585_3",1
"1166_8",1
"9460_8",0
"4867_3",1
"12396_7",1
"10144_8",0
"2973_9",0
"9858_7",0
"6611_7",1
"11393_4",1
"5880_1",0
"4145_1",0
"11305_1",1
"9374_9",1
"5858_8",0
"9825_1",1
"7624_7",1
"4675_4",1
"1554_8",1
"7301_3",0
"12212_10",0
"5430_10",0
"10746_4",1
"5199_7",1
"5370_4",0
"3944_8",0
"10368_1",0
"5308_2",0
"12235_2",0
"6049_8",1
"718_2",1
"5309_7",0
"7523_7",0
"8057_1",1
"2795_1",0
"12065_3",0
"8736_10",0
"7551_4",1
"2751_1",0
"3327_10",0
"517_4",0
"5721_4",0
"3891_10",0
"12363_1",1
"11665_8",0
"6625_7",0
"7947_10",1
"5291_8",0
"2463_4",0
"4494_8",0
"9254_4",0
"1637_4",0
"4732_10",0
"1622_8",1
"1095_3",0
"11036_1",1
"5480_4",0
"11168_8",1
"6845_10",1
"5051_1",1
"6824_4",1
"9428_2",0
"5934_2",1
"3315_1",1
"1700_4",0
"3884_8",0
"1797_4",1
"4129_10",0
"11403_3",1
"7698_10",0
"5980_10",1
"5276_3",0
"7314_1",0
"9823_2",0
"10515_1",0
"6420_4",0
"2391_2",1
"11329_1",0
"7434_7",1
"7456_10",1
"10265_9",0
"7720_4",1
"2667_1",1
"54_1",1
"9827_10",1
"4034_9",0
"12017_7",0
"2167_2",0
"9136_1",1
"5172_4",1
"8667_3",0
"1875_2",1
"6845_1",0
"4373_1",1
"10333_1",0
"8050_1",1
"5598_4",0
"5999_3",0
"315_1",0
"8220_1",0
"4105_1",0
"5618_4",1
"85_10",0
"6463_2",1
"5636_1",0
"3801_1",0
"822_1",0
"3119_8",0
"3158_8",1
"8117_2",0
"7558_1",0
"8783_1",0
"7973_1",1
"10087_4",0
"2788_4",1
"11847_1",1
"8918_10",0
"1572_1",1
"2230_1",0
"2505_2",0
"6877_7",1
"12468_1",1
"7462_10",0
"5158_3",1
"11966_10",1
"8629_9",1
"9246_3",1
"294_4",0
"8108_10",0
"6169_1",1
"11855_1",1
"11598_8",1
"2388_10",0
"7392_1",0
"4506_1",1
"172_10",1
"6124_1",1
"3054_1",1
"2356_4",1
"2801_2",0
"80_3",1
"2179_8",1
"611_10",0
"8481_8",1
"12420_3",0
"4064_10",0
"5821_7",1
"5375_8",1
"1604_4",1
"7689_4",0
"5455_7",1
"108_1",0
"12141_8",1
"5991_8",1
"10780_4",1
"1942_2",1
"484_8",0
"10534_1",0
"11457_10",1
"1812_10",0
"7142_1",0
"4740_8",1
"5362_1",0
"10645_4",0
"9223_3",1
"9443_9",0
"9218_10",0
"855_9",1
"12167_1",1
"11190_10",1
"2998_7",1
"12079_7",1
"3530_2",0
"3489_10",0
"4429_1",0
"2578_10",0
"9856_4",1
"1312_9",0
"7486_4",1
"6565_8",1
"3170_3",0
"10530_10",1
"5664_8",0
"4197_2",0
"6225_1",0
"6454_9",1
"2494_10",1
"5178_10",0
"497_2",0
"385_3",1
"8602_10",1
"11702_4",1
"3194_9",1
"7035_8",0
"10734_4",1
"8456_2",0
"8020_8",0
"8996_1",1
"5449_8",1
"9881_1",1
"6306_2",1
"3834_9",0
"3134_8",0
"5195_7",0
"11270_10",1
"7712_10",0
"7227_2",0
"11811_2",1
"8940_9",1
"6087_3",1
"6941_1",0
"4243_2",0
"5968_4",0
"12182_1",0
"5868_8",0
"9584_10",1
"11688_10",1
"7230_8",0
"861_7",1
"4974_10",1
"8813_1",0
"636_10",1
"11635_1",0
"5730_10",0
"364_10",0
"3839_1",0
"6533_7",0
"8083_3",0
"1157_10",1
"12375_7",1
"4483_2",0
"11739_8",1
"1508_1",1
"10070_3",1
"6249_2",0
"1870_10",0
"4012_4",0
"3278_8",0
"619_1",0
"5314_10",1
"2318_10",1
"3243_8",0
"11463_9",1
"10776_4",0
"4593_10",0
"10338_2",0
"8900_10",0
"11577_1",0
"491_1",1
"11628_10",1
"11392_8",0
"9179_10",1
"8479_9",1
"10399_10",0
"9807_2",0
"5952_4",0
"523_1",0
"8276_10",0
"8473_3",0
"8398_8",0
"10241_1",0
"8250_1",0
"4099_4",0
"4087_10",0
"5616_8",1
"11788_8",0
"5716_8",0
"7564_10",0
"12480_3",1
"137_7",0
"7552_1",0
"4659_1",0
"9709_1",0
"11440_1",0
"5961_10",1
"2306_10",1
"3198_10",0
"12055_10",0
"4178_10",1
"8454_8",0
"11058_1",1
"8573_3",1
"11563_3",1
"10218_8",0
"890_9",1
"3768_3",0
"3794_1",1
"8064_2",0
"8948_7",0
"4378_4",0
"5476_8",1
"3310_4",1
"5874_1",0
"4285_2",0
"10014_8",0
"11602_8",0
"6037_1",0
"3146_4",0
"8789_10",0
"8873_8",0
"2927_10",0
"2748_8",1
"2889_1",0
"8018_10",1
"1063_3",1
"8387_8",1
"1352_1",0
"7664_10",0
"6431_8",1
"4512_1",1
"9797_1",0
"1352_10",1
"8448_3",1
"752_7",1
"1256_8",1
"6774_1",1
"7017_4",0
"11149_10",1
"6049_4",1
"9892_8",0
"1428_1",0
"4790_10",1
"7305_2",0
"11618_8",1
"10828_10",1
"1409_8",0
"1955_9",1
"10797_2",0
"8242_8",0
"2102_10",0
"1519_10",1
"12336_9",1
"2752_7",1
"7634_7",0
"2066_2",0
"7196_8",1
"6925_3",1
"7841_10",0
"6295_1",0
"2228_7",0
"5905_1",0
"2958_10",1
"10947_1",0
"10482_10",0
"7321_10",1
"3479_9",1
"276_10",1
"8957_7",0
"11101_10",0
"3072_4",1
"5994_3",0
"6623_1",0
"11245_10",0
"12085_3",1
"9608_10",1
"10607_10",1
"11409_1",0
"9769_8",1
"5277_1",0
"6171_8",0
"4669_4",0
"6197_1",1
"3231_10",1
"4742_1",0
"2727_3",1
"11902_9",1
"3562_4",0
"3307_8",0
"4487_9",1
"2978_1",0
"6489_1",1
"4426_7",0
"11015_9",1
"11189_1",1
"3103_2",1
"11430_3",0
"11_9",1
"11183_2",1
"310_1",0
"552_8",1
"4386_3",1
"6750_8",1
"6797_1",0
"2140_2",0
"3894_3",0
"10443_9",1
"10346_4",0
"6314_9",1
"181_2",0
"4439_8",1
"11_3",0
"8954_4",1
"7278_7",0
"1584_9",1
"5246_3",0
"1457_10",0
"3143_10",1
"4808_3",0
"5774_8",1
"3464_10",1
"3588_1",1
"535_1",0
"6203_7",1
"5388_8",0
"1515_7",1
"12270_10",0
"10279_8",0
"10690_2",0
"8368_1",0
"6096_10",1
"7984_10",1
"4468_7",0
"3495_1",1
"2062_10",0
"156_8",1
"6460_2",0
"326_10",1
"11139_1",0
"6090_2",0
"8053_3",1
"841_1",0
"2924_4",0
"1307_10",1
"7547_1",0
"4253_2",1
"10328_4",0
"8207_3",0
"5515_3",0
"9308_7",1
"4727_7",0
"5128_4",1
"4085_2",0
"2662_3",1
"10774_2",1
"5529_3",0
"12202_3",0
"4832_8",1
"2081_4",0
"596_4",1
"1723_1",0
"1661_1",0
"1902_10",1
"9873_1",0
"837_1",0
"4093_4",1
"11523_2",1
"3429_10",1
"4424_4",1
"5792_10",0
"3371_8",0
"2984_8",1
"7611_4",1
"2869_1",1
"3983_3",0
"4287_1",1
"11415_1",0
"3820_2",0
"6078_1",0
"3531_1",0
"4124_1",1
"3396_7",0
"10706_7",1
"9558_10",0
"1809_1",0
"10277_9",1
"5846_10",1
"6652_10",1
